uai,school_name,school_level,code_commune,commune,epci_code,epci_nom,code_departement,departement,students_total,latitude,longitude,nearest_transit_hub_id,nearest_transit_hub,nearest_transit_modes,nearest_transit_distance_km,active_transit_hubs_within_500m,active_transit_hubs_within_1000m,weekday_trips_within_500m,weekday_trips_within_1000m
0594047D,Ecole primaire privée Saint Charles,École,59431,Nieppe,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,152,50.696293,2.85661,STOPAREA:59:1657,NIEPPE - Eglise,bus,0.132,2,6,50,140
0596215K,Ecole primaire privée Saint Louis Sacré-Coeur,École,59431,Nieppe,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,161,50.703772,2.83969,STOPAREA:59:1655,NIEPPE - Château,bus,0.322,1,4,36,109
0594601F,Ecole élémentaire Arthur Cornette,École,59431,Nieppe,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,142,50.702179,2.844261,STOPAREA:59:1660,NIEPPE - Moulin,bus,0.228,2,5,44,123
0591928A,Ecole élémentaire Suzanne Crapet,École,59431,Nieppe,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,292,50.698439,2.85577,STOPAREA:59:1657,NIEPPE - Eglise,bus,0.136,2,5,50,132
0591949Y,Ecole élémentaire RPI 7,École,59443,Ochtezeele,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,42,50.817891,2.4015,STOPAREA:59:1702,OCHTEZEELE - Ecole,bus,0.031,2,3,9,14
0591012E,Ecole primaire Le Petit Prince,École,59453,Oudezeele,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,60,50.837954,2.50991,STOPAREA:59:1743,OUDEZEELE - Place,bus,0.119,1,1,7,7
0591014G,Ecole élémentaire RPI 20,École,59454,Oxelaëre,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,30,50.788712,2.475969,STOPAREA:59:1748,OXELAERE - Place,bus,0.054,3,3,24,24
0591055B,Ecole primaire Jean-Jacques Vanoost,École,59469,Pradelles,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,36,50.731201,2.605489,STOPAREA:59:1795,PRADELLES - Place,bus,0.07,1,1,22,22
0592009N,Ecole primaire Le Nieppe,École,59497,Renescure,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,80,50.750473,2.398759,STOPAREA:59:1862,RENESCURE - Le Nieppe,bus,0.14,1,2,8,10
0592008M,Ecole primaire Philippe de Commynes,École,59497,Renescure,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,109,50.72738,2.366489,STOPAREA:59:1863,RENESCURE - Place du Marché,bus | rail,0.083,1,2,11,35
0595980E,Ecole primaire privée Sainte Marie,École,59497,Renescure,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,34,50.726632,2.36655,STOPAREA:59:1863,RENESCURE - Place du Marché,bus | rail,0.125,1,2,11,35
0596365Y,Ecole primaire,École,59516,Rubrouck,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,87,50.839655,2.35673,STOPAREA:59:1925,RUBROUCK - Salle Polyvalente,bus,0.059,3,4,15,20
0592171P,Ecole primaire Jules Sagary,École,59535,Saint-Jans-Cappel,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,34,50.764424,2.72043,STOPAREA:59:2180,SAINT JANS CAPPEL - Place,bus,0.023,1,2,19,35
0594085V,Ecole primaire privée Saint Joseph,École,59535,Saint-Jans-Cappel,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,141,50.762579,2.72191,STOPAREA:59:2180,SAINT JANS CAPPEL - Place,bus,0.24,1,2,19,35
0592204A,Ecole primaire Jacques Prévert,École,59546,Saint-Sylvestre-Cappel,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,93,50.775609,2.55415,STOPAREA:59:2203,SAINT SYLVESTRE CAPPEL - Centre,bus,0.18,1,2,29,56
0592173S,Ecole primaire,École,59536,Sainte-Marie-Cappel,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,63,50.783361,2.50851,STOPAREA:59:2213,SAINTE MARIE CAPPEL - Eglise,bus,0.058,1,2,12,32
0592245V,Ecole primaire des trois pommes,École,59568,Sercus,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,84,50.706379,2.4566,STOPAREA:59:2116,SERCUS - Place,bus,0.078,1,2,8,14
0595939K,Ecole primaire espace educatif Pierre Sion,École,59577,Staple,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,71,50.748359,2.45673,STOPAREA:59:2211,STAPLE - Place,bus,0.157,2,3,13,22
0592286P,Ecole primaire Les P'tits géants,École,59578,Steenbecque,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,47,50.67364,2.485261,STOPAREA:59:2225,STEENBECQUE - Place,bus,0.036,2,2,39,39
0593853T,Ecole primaire privée Saint Pierre,École,59578,Steenbecque,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,102,50.672605,2.48467,STOPAREA:59:2225,STEENBECQUE - Place,bus,0.157,2,2,39,39
0593992U,Collège Antoine de Saint-Exupéry,Collège,59580,Steenvoorde,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,482,50.808486,2.589169,STOPAREA:59:2232,STEENVOORDE - Collège Saint Exupéry,bus,0.039,1,6,36,144
0593147A,Collège Notre-Dame de Lourdes,Collège,59580,Steenvoorde,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,176,50.811472,2.5805,STOPAREA:59:2231,STEENVOORDE - Clg Notre Dame de Lourdes,bus,0.07,4,5,95,131
0592292W,Ecole maternelle Charles Perrault,École,59580,Steenvoorde,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,132,50.807712,2.585581,STOPAREA:59:2232,STEENVOORDE - Collège Saint Exupéry,bus,0.252,2,5,80,131
0594092C,Ecole primaire privée Notre-Dame de Lourdes,École,59580,Steenvoorde,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,178,50.811156,2.5804,STOPAREA:59:2231,STEENVOORDE - Clg Notre Dame de Lourdes,bus,0.039,4,5,95,131
0592290U,Ecole élémentaire Jean de La Fontaine,École,59580,Steenvoorde,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,213,50.807556,2.58626,STOPAREA:59:2232,STEENVOORDE - Collège Saint Exupéry,bus,0.221,2,5,80,131
0594267T,Ecole primaire Jean Monnet,École,59581,Steenwerck,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,145,50.699538,2.7816,STOPAREA:59:2251,STEENWERCK - Eglise,bus,0.284,1,1,27,27
0592296A,Ecole primaire du Tilleul,École,59581,Steenwerck,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,55,50.675567,2.79073,STOPAREA:59:2254,STEENWERCK - La Croix du Bac,bus,0.113,1,1,19,19
0594093D,Ecole primaire privée Saint Joseph,École,59581,Steenwerck,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,125,50.699673,2.77851,STOPAREA:59:2251,STEENWERCK - Eglise,bus,0.103,1,1,27,27
0592297B,Ecole primaire du Petit Mont,École,59582,Strazeele,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,135,50.727204,2.63017,STOPAREA:59:2260,STRAZEELE - Place,bus,0.168,1,1,19,19
0592309P,Ecole primaire Anne Frank,École,59587,Terdeghem,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,29,50.798569,2.54015,STOPAREA:59:2293,TERDEGHEM - Place,bus,0.025,1,1,5,5
0592315W,Ecole primaire Andre Williart,École,59590,Thiennes,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,53,50.651474,2.46641,STOPAREA:59:2299,THIENNES - Place,bus | rail,0.178,2,2,23,23
0594096G,Ecole primaire privée Notre-Dame du Joyel,École,59590,Thiennes,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,48,50.650153,2.46594,STOPAREA:59:2299,THIENNES - Place,bus | rail,0.028,1,2,21,23
0594221T,Ecole primaire Léonard de Vinci,École,59615,Vieux-Berquin,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,166,50.695189,2.64303,STOPAREA:59:2367,VIEUX BERQUIN - Grand'Place,bus,0.112,1,3,29,35
0592444L,Ecole primaire du Drooghout,École,59615,Vieux-Berquin,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,64,50.707646,2.60031,STOPAREA:59:2370,VIEUX BERQUIN - Place de Sec Bois,bus,0.112,2,2,19,19
0594123L,Ecole primaire privée Sainte Marguerite-Marie,École,59615,Vieux-Berquin,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,46,50.695963,2.6443,STOPAREA:59:2367,VIEUX BERQUIN - Grand'Place,bus,0.122,1,3,29,35
0592493P,Ecole primaire Roger Marcotte,École,59634,Wallon-Cappel,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,109,50.726661,2.47305,STOPAREA:59:2443,WALLON CAPPEL - Place,bus,0.135,2,4,19,31
0592570Y,Ecole maternelle RPI 20,École,59655,Wemaers-Cappel,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,50,50.806953,2.43917,STOPAREA:59:2524,WEMAERS CAPPEL - Mairie,bus,0.021,1,2,11,14
0592584N,Ecole primaire de l'Houtland,École,59662,Winnezeele,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,202,50.840576,2.551289,STOPAREA:59:2550,WINNEZEELE - Ecole,bus,0.041,1,2,25,28
0592593Y,Ecole élémentaire RPI 20,École,59667,Zermezeele,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,16,50.82295,2.44984,STOPAREA:59:2576,ZERMEZEELE - Mairie,bus,0.057,1,1,11,11
0592597C,Ecole primaire Jean Bolle,École,59669,Zuytpeene,200040947,Communauté d'agglomération Cœur de Flandre,59,59 - Nord,54,50.794935,2.43155,STOPAREA:59:2585,ZUYTPEENE - Place,bus,0.183,1,1,17,17
0590454Y,Ecole primaire Maurice Lénné,École,59007,Anhiers,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,92,50.40607,3.15583,STOPAREA:59:0030,ANHIERS - Eglise,bus,0.151,2,3,4,6
0594401N,Collège Val de la Sensée,Collège,59015,Arleux,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,766,50.283986,3.09933,StopArea:OCE87345421,Arleux,,1.528,0,0,0,0
0595701B,Ecole primaire François Noël,École,59015,Arleux,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,111,50.292407,3.11662,StopArea:OCE87345421,Arleux,bus | rail,0.729,0,1,0,28
0596621B,Ecole primaire publique Docteur Bouly-Marius Richard,École,59015,Arleux,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,176,50.279821,3.10258,STOPAREA:62:8029,PALLUEL - Eglise,,1.408,0,0,0,0
0590539R,Ecole primaire Jean de La Fontaine,École,59026,Aubigny-au-Bac,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,75,50.262064,3.16339,StopArea:OCE87345447,Aubigny-au-Bac,bus | rail,0.792,0,1,0,28
0594297A,Collège Victor Hugo,Collège,59028,Auby,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,366,50.412708,3.053581,STOPAREA:59:0101,AUBY - Centre Courbet,bus,0.976,0,1,0,13
0590405V,Ecole maternelle Gérard Philipe,École,59028,Auby,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,143,50.414042,3.05395,STOPAREA:59:0101,AUBY - Centre Courbet,bus,0.935,0,1,0,13
0596361U,Ecole élémentaire Jules Guesde,École,59028,Auby,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,279,50.41492,3.054321,STOPAREA:59:0101,AUBY - Centre Courbet,bus,0.911,0,2,0,26
0596002D,Groupe scolaire Georges Brassens-Jacques Prévert,École,59028,Auby,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,153,50.421357,3.06812,STOPAREA:59:0100,AUBY - Bon Air,bus | rail,0.308,1,6,13,108
0596001C,Groupe scolaire Marcel Pagnol,École,59028,Auby,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,150,50.408159,3.09,STOPAREA:59:0099,AUBY - Asturies,bus,0.565,0,2,0,26
0594532F,Lycée professionnel Ambroise Croizat,Collège + Lycée pro / BTS,59028,Auby,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,284,50.415397,3.05089,STOPAREA:59:0100,AUBY - Bon Air,,1.124,0,0,0,0
0590733B,Ecole primaire Valmuse,École,59115,Brunémont,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,57,50.272042,3.139769,StopArea:OCE87345439,Brunémont,bus | rail,0.819,0,1,0,7
0594179X,Ecole primaire Marcel Pagnol,École,59117,Bugnicourt,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,102,50.290907,3.15393,StopArea:OCE87345439,Brunémont,,1.518,0,0,0,0
0594916Y,Ecole primaire Jules Ferry,École,59126,Cantin,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,170,50.310302,3.12761,StopArea:OCE87345413,Cantin,bus | rail,0.462,1,1,28,28
0593296M,Ecole maternelle Jacques Prévert,École,59156,Courchelettes,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,77,50.343417,3.0619,STOPAREA:62:9783,CORBEHEM - Salle des Sports,,1.132,0,0,0,0
0594619A,Ecole élémentaire Oscar Lamy,École,59156,Courchelettes,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,114,50.341564,3.05794,STOPAREA:62:9783,CORBEHEM - Salle des Sports,bus,0.795,0,3,0,62
0594253C,Ecole maternelle Jean Zay,École,59165,Cuincy,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,89,50.382488,3.047221,STOPAREA:62:5393,CUINCY - Robespierre,bus,0.656,0,3,0,42
0594330L,Ecole maternelle Martin Luther King,École,59165,Cuincy,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,68,50.384575,3.055531,STOPAREA:62:5393,CUINCY - Robespierre,bus,0.14,3,5,42,70
0595599R,Ecole maternelle Pierre Mendes-France,École,59165,Cuincy,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,64,50.378452,3.055701,STOPAREA:62:5393,CUINCY - Robespierre,bus,0.555,0,4,0,56
0594461D,Ecole élémentaire Jean Rostand,École,59165,Cuincy,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,169,50.389029,3.05462,STOPAREA:62:5392,CUINCY - Les Pins,bus,0.144,3,6,42,84
0590362Y,Ecole élémentaire Joliot-Curie,École,59165,Cuincy,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,167,50.381725,3.04388,STOPAREA:62:5393,CUINCY - Robespierre,bus,0.905,0,1,0,14
0592703T,Ecole maternelle Anne Frank,École,59170,Dechy,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,100,50.354254,3.128929,StopArea:OCE87345405,Sin-le-Noble,,1.192,0,0,0,0
0590901J,Ecole maternelle de la Longue Borne,École,59170,Dechy,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,119,50.345023,3.126343,STOPAREA:62:9797,SIN-LE-NOBLE - Lycée Arhtur Rimbaud,,1.179,0,0,0,0
0596524W,Ecole élémentaire Joliot-Curie,École,59170,Dechy,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,317,50.352456,3.12542,StopArea:OCE87345405,Sin-le-Noble,,1.026,0,0,0,0
0595171A,Collège Albert Châtelet,Collège,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,670,50.373869,3.08555,STOPAREA:62:5405,DOUAI - Place Carnot,bus | rail,0.242,6,12,398,593
0594402P,Collège André Canivez,Collège,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,536,50.385568,3.074381,STOPAREA:59:0718,DOUAI - Pont d'Ocre,bus,0.708,0,4,0,57
0592733A,Collège André Streinger,Collège,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,411,50.361493,3.08558,STOPAREA:62:10168,DOUAI - Maison des Géants,bus,0.513,0,5,0,127
0595190W,Collège Gayant,Collège,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,284,50.401913,3.124549,STOPAREA:59:0725,DOUAI - Transformateur,bus,0.291,2,3,64,96
0590068D,Collège Jules Ferry,Collège,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,621,50.381751,3.061012,STOPAREA:62:5390,CUINCY - Les 4 chemins,bus,0.304,2,6,28,88
0595387K,Collège Saint-Jean,Collège,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,786,50.36961,3.086074,STOPAREA:62:5406,DOUAI - Place de Gaulle,bus | rail,0.204,6,8,365,489
0592941B,Collège de la Sainte Union,Collège,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,574,50.371168,3.07958,STOPAREA:62:5405,DOUAI - Place Carnot,bus | rail,0.426,1,13,17,563
0590415F,Ecole maternelle Bernard de Lattre,École,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,102,50.382785,3.0636,STOPAREA:62:5390,CUINCY - Les 4 chemins,bus,0.317,2,7,28,101
0590941C,Ecole maternelle George Sand,École,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,66,50.373275,3.085129,STOPAREA:62:5405,DOUAI - Place Carnot,bus | rail,0.178,5,11,336,580
0590413D,Ecole maternelle Jean de La Fontaine,École,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,73,50.394019,3.08393,STOPAREA:59:0713,DOUAI - Mouchonnière,bus | rail,0.267,4,7,82,121
0590412C,Ecole maternelle Jules Mousseron,École,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,72,50.379284,3.07067,STOPAREA:59:0708,DOUAI - Lycée E. Lemonnier,bus,0.117,3,5,44,72
0590414E,Ecole maternelle La Mouchonnière,École,59178,Douai,200044618,Communauté d'agglomération Douaisis Agglo,59,59 - Nord,65,50.396321,3.08962,STOPAREA:59:0706,DOUAI - Charcot,bus | rail,0.24,4,7,82,121
