id_equipement,id_installation,installation,equipement,code_commune,commune,epci_code,epci_nom,dep_code,departement,typologie_commune_source,particularite_installation,particularite_installation_brute,famille_equipement,type_equipement,code_type_equipement,rnb_id,type_utilisation,longueur_m,largeur_m,surface_bassin_m2,profondeur_min_m,profondeur_max_m,nb_couloirs,longitude,latitude,activites
E001I621600029,I621600029,PISCINE MUNICIPALE,BASSIN D APPRENTISSAGE,62160,Boulogne-sur-Mer,246200729,CA du Boulonnais,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",12.0,6.0,75.0,1.0,1.0,,1.59438,50.73112,Aquagym | Baignade loisirs
E001I622890007,I622890007,PISCINE MUNICIPALE,GRAND BASSIN,62289,Écuires,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Rural à habitat dispersé,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,15.0,375.0,0.8,2.5,,1.75757,50.4535,Baignade loisirs | Natation course sportive | Natation synchronisée | Plongée subaquatique (Plongée libre)
E001I623180002,I623180002,PISCINE,PISCINE d'Etaples,62318,Étaples,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,CS8H4G3S1518,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.6,2.0,,1.64916,50.5221,Baignade loisirs | Natation course sportive
E001I624270010,I624270010,Piscine Municipale Jean Jacques MALINA,Petit bain,62427,Hénin-Beaumont,246200299,CA d'Hénin-Carvin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,EE9E79R4E48G,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",15.0,12.0,144.0,0.4,1.5,,2.945586,50.423599,Aquagym | Baignade loisirs | Natation course sportive | Natation en eau libre
E001I624430002,I624430002,INSTALLATIONS SPORTIVES complexe vivre,PLATEAU EPS,62443,Hersin-Coupigny,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Ceintures urbaines,Piscine,Piscine,Multisports/City-stades,Multisports/City-stades,1701,,"Individuel(s),famille(s),Scolaires,universités",,,,,,,2.644781,50.447855,Football / Football en salle (Futsal) | Handball / Mini hand / Handball de plage
E001I625060002,I625060002,SALLE DE JEUX ET TERRAINS DE PETANQUE,salle de jeux,62506,Licques,200072478,CC Pays d'Opale,62,Pas-de-Calais,Bourgs ruraux,Piscine,Piscine,Salle ou terrain spécialisé,Salle de tennis de table,2111,X8C85V7NB3CV,"Individuel(s),famille(s)",,,,,,,1.948046,50.779745,Tennis de table
E001I625160007,I625160007,Piscine (Parc du Brule),Piscine,62516,Lillers,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.9,2.1,,2.490141,50.563095,Aquagym | Baignade loisirs | Natation course sportive
E001I625250002,I625250002,SCENEO,Bassin sportif,62525,Longuenesse,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,7B62Q3X4J183,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,25.0,625.0,1.4,2.0,,2.27057,50.74055,Aquagym | Baignade loisirs | Natation course sportive
E001I626170019,I626170019,Piscine municipale,Grand bassin,62617,Nœux-les-Mines,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,6BCMXK6C25PG,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.8,2.7,,2.67036,50.47213,Aquagym | Baignade loisirs | Natation course sportive
E001I627580010,I627580010,Hélicéa,PATINOIRE LUDIQUE,62758,Saint-Martin-Boulogne,246200729,CA du Boulonnais,62,Pas-de-Calais,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Aire de sports de glaces,Aire de sports de glace ludique,1503,PPWF5ZKTKV2C,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,1.64395,50.731,Ballet sur glace / Danse sur glace / Patinage artistique
E001I627650014,I627650014,Base Nautique d'aviron,Base nautique d'aviron,62765,Saint-Omer,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,Centres urbains intermédiaires,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Site d'activités aquatiques et nautiques,Stade d’aviron,2406,,"Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers",,,,,,,2.2626,50.75452,Aviron
E002I592730013,I592730013,complexe Maurice Baude et Piscine Municipale,salle maurice baude,59273,Gravelines,245900428,CU de Dunkerque,59,Nord,Petites villes,Piscine,Piscine,Salle multisports,Salle multisports (gymnase),1901,,"Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.13791,50.98606,Badminton | Jeu de volant | Basket-Ball | Football / Football en salle (Futsal) | Handball / Mini hand / Handball de plage | Tennis de table
E002I592860012,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",Bassin d'apprentissage,59286,Haubourdin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,N87HD4E2E758,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",15.0,12.0,187.0,0.7,1.3,,2.9973,50.61523,Aquagym | Baignade loisirs
E002I593030010,I593030010,Piscine des WEPPES,Bassin d'apprentissage,59303,Herlies,200093201,Métropole Européenne de Lille,59,Nord,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,122.0,0.8,1.2,,2.854375,50.576812,Aquagym | Baignade loisirs
E002I593500108,I593500108,Piscine Olympique Marx Dormoy,Aviron Union Nautique,59350,Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Site d'activités aquatiques et nautiques,Site d'activités aquatiques et nautiques,2401,,"Clubs sportifs,comités,ligues,fédérations",,,,,,,3.0334,50.63618,Aviron | Slalom
E002I594100005,I594100005,PISCINE MUNICIPALE,Petit BASSIN,59410,Mons-en-Barœul,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,6JTSF3Z86QXT,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",12.8,11.0,140.3,1.3,1.3,,3.106604,50.639779,Aquagym | Baignade loisirs
E002I594840006,I594840006,Piscine du Sivah,Petit Bassin,59484,Quiévrechain,245901160,CA Valenciennes Métropole,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,4QYXH92T12XC,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",20.0,15.0,300.0,0.2,1.8,,3.66917,50.40058,Aquagym | Baignade loisirs
E002I595070005,I595070005,PISCINE MUNICIPALE,GRAND BASSIN,59507,Ronchin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,M5EQ9AH5QFTW,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.8,4.0,,3.09196,50.60282,Aquagym | Baignade loisirs | Natation course sportive | Plongée subaquatique (Plongée libre)
E002I595120028,I595120028,Centre Nautique THALASSA,SALLE DE MUSCULATION,59512,Roubaix,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,,,,,3.16326,50.69134,Culturisme | Haltérophilie / Force athlétique | Musculation
E004I023610002,I023610002,Centre aquatique AQUOISIA,Salle cadrio-training,02361,Guise,200071983,CC Thiérache Sambre et Oise,02,Aisne,Bourgs ruraux,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,,,,,,,,,3.647676,49.906189,Activités de forme et de santé
E004I805700001,I805700001,Centre aquatique Alméo,Bassin de balnéo (aquaforme),80570,Moreuil,200070969,CC Avre Luce Noye,80,Somme,Bourgs ruraux,Piscine,Piscine,Equipement d'activités de forme et de santé,Bassin d'exercices aquatiques,803,KHW35W4AGF2D,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",,,73.0,0.8,1.2,,2.49116,49.7673,Aquagym
E002I590090058,I590090058,CENTRE NAUTIQUE BABYLONE,SALLE DE MUSCULATION,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,G6D2HNB8SBFD,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",,,,,,,3.14379,50.65196,Musculation
E003I800210027,I800210027,Piscine Le Nautilus (structurant),Bassin de natation sportive,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.8,1.8,,2.311935,49.91068,Aquagym | Baignade loisirs | Nage avec palmes | Natation course sportive | Natation synchronisée | Sauvetage en eau plate | Water-Polo
E003I800210059,I800210059,Coliseum,Bassin ludique,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin ludique de natation,103,76SPFQM9KSNP,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,213.0,0.4,1.5,,2.28886,49.89368,Aquagym | Baignade loisirs
E002I590170009,I590170009,Centre aquatique Calyssia,Bassin Ludique,59017,Armentières,200093201,Métropole Européenne de Lille,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,EG3MCZ8DCK7A,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,200.0,0.6,1.2,,2.868,50.68855,Baignade loisirs
E003I800210162,I800210162,Centre Aquatique Amiens Metropole,bassin aquasport,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Autre - association(s) et groupes divers",12.0,10.0,120.0,,1.2,,2.290417,49.87343,Aquagym | Baignade loisirs
E001I590090058,I590090058,CENTRE NAUTIQUE BABYLONE,SKATE PARK,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Skatepark & vélo Freestyle,Skatepark,2603,,"Individuel(s),famille(s)",,,,,,,3.14302,50.65226,Planche à roulettes (Skate) | Roller acrobatique
E001I590280009,I590280009,PISCINE MUNICIPALE,BASSIN SPORTIF,59028,Auby,200044618,CA Douaisis Agglo,59,Nord,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,1.1,2.2,,3.05825,50.41721,Natation course sportive
E001I590330010,I590330010,Complexe Aquatique l'Aiguade,Espace Remise en Forme,59033,Aulnoye-Aymeries,200043396,CA Maubeuge Val de Sambre,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,,"Individuel(s),famille(s)",,,,,,,3.835044,50.202904,Activités de forme et de santé
E001I591220021,I591220021,Piscine les Ondines,grand bassin,59122,Cambrai,200068500,CA de Cambrai,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,HVBFA19BCDJR,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.8,1.8,,3.258,50.16252,Aquagym | Baignade loisirs | Natation course sportive
E001I591220022,I591220022,Stade Nautique Liberté,Bassin compétition,59122,Cambrai,200068500,CA de Cambrai,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,64XH6A4NK3FE,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,26.0,650.0,2.0,3.8,,3.2267,50.1723,Baignade loisirs | Nage avec palmes | Natation course sportive | Natation synchronisée | Plongée subaquatique (Plongée libre) | Water-Polo
E001I591360007,I591360007,Duo Le Cateau,Bassin sportif,59136,Le Cateau-Cambrésis,200030633,CA du Caudrésis et du Catésis,59,Nord,Petites villes,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,SY2SVS6VZAQY,"Individuel(s),famille(s)",25.0,15.0,375.0,1.8,2.0,,3.531953,50.09544,Natation course sportive
E001I591780040,I591780040,PISCINE DES GLACIS,BASSIN SPORTIF,59178,Douai,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,RFGP5J279GC6,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,12.5,313.0,1.8,2.8,,3.08011,50.36233,Aquagym | Nage avec palmes | Natation course sportive | Natation synchronisée | Plongée en apnée | Tir sur cible subaquatique | Water-Polo
E001I591780041,I591780041,PISCINE BEAU SOLEIL (TOURNESOL),BASSIN SPORTIF,59178,Douai,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.8,2.0,,3.07069,50.37867,Baignade loisirs | Natation course sportive
E001I592050005,I592050005,Piscine Maurice Thorez,Bassin sportif,59205,Escaudain,200042190,CA de la Porte du Hainaut,59,Nord,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,C244AWDGBAJ4,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.9,2.0,,3.337655,50.332477,Aquagym | Baignade loisirs | Natation course sportive
E001I592790009,I592790009,PISCINE MUNICIPALE PHILIPPE CROIZON,ESPACE REMISE EN FORME,59279,Halluin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,,"Individuel(s),famille(s),Autre - association(s) et groupes divers",,,,,,,3.12983,50.77705,Activités de forme et de santé
E001I592860012,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",Bassin sportif,59286,Haubourdin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,N87HD4E2E758,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.8,2.2,,2.99678,50.6145,Aquagym | Baignade loisirs | Natation course sportive
E001I592950020,I592950020,Piscine intercommunale d'Hazebrouck,Grand Bassin,59295,Hazebrouck,200040947,CC de Flandre Intérieure,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,9SY2RNRMXQ2C,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,12.5,312.5,1.6,3.8,,2.53952,50.71974,Aquagym | Baignade loisirs | Nage avec palmes | Natation course sportive | Plongée subaquatique (Plongée libre)
E001I593240009,I593240009,PISCINE COUBERTIN,BASSIN,59324,Jeumont,200043396,CA Maubeuge Val de Sambre,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,34Z1CH9MRJNK,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.6,2.0,,4.10038,50.29762,Aquagym | Baignade loisirs | Natation course sportive
E001I593280017,I593280017,Piscine Municipale,Piscine Jean GUERECHEAU,59328,Lambersart,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.9,2.0,,3.02675,50.65081,Aquagym | Baignade loisirs | Natation course sportive
E001I593400009,I593400009,PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT,GRAND BASSIN,59340,Leffrinckoucke,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,"Piscine,Complexe sportif",Piscine | Complexe sportif,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,1.8,1.8,,2.44053,51.05431,Baignade loisirs | Natation course sportive
E001I593500108,I593500108,Piscine Olympique Marx Dormoy,Piscine Marx Dormoy petit bassin,59350,Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,F5F3QAXTSY51,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,12.5,312.5,0.8,1.3,,3.03354,50.63636,Aquagym | Baignade loisirs | Natation synchronisée
E001I593680009,I593680009,PISCINE MUNICIPALE,PETIT BASSIN,59368,La Madeleine,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,XRTT1AVG22BF,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",12.0,10.0,125.0,0.4,1.2,,3.073087,50.654739,Aquagym | Baignade loisirs
E001I593780017,I593780017,Piscine Municipale,Salle de musculation,59378,Marcq-en-Barœul,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,,"Clubs sportifs,comités,ligues,fédérations",,,,,,,3.0869,50.66622,Musculation
E001I593920011,I593920011,PISCINE TOURNESOL DE L'EPINETTE,Bassin natation,59392,Maubeuge,200043396,CA Maubeuge Val de Sambre,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.9,2.0,,3.96401,50.288945,Aquagym | Baignade loisirs | Natation course sportive
E001I594840006,I594840006,Piscine du Sivah,Grand Bassin,59484,Quiévrechain,245901160,CA Valenciennes Métropole,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,4QYXH92T12XC,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,15.0,375.0,1.8,3.8,,3.66917,50.40058,Baignade loisirs | Natation course sportive | Natation synchronisée | Plongée en apnée | Water-Polo
E001I595070005,I595070005,PISCINE MUNICIPALE,SALLE DE MUSCULATION,59507,Ronchin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,M5EQ9AH5QFTW,"Individuel(s),famille(s)",,,,,,,3.09196,50.60282,Culturisme | Musculation
E001I595260001,I595260001,Centre Aquatique intercommunal de Saint-Amand-les-Eaux,Grand bassin,59526,Saint-Amand-les-Eaux,200042190,CA de la Porte du Hainaut,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,25.0,625.0,2.0,2.0,,3.434574,50.443885,Activités de forme et de santé | Aquagym | Baignade loisirs | Natation course sportive
E001I596460016,I596460016,PISCINE CENTRE NAUTIQUE CALYPSO,Bassin detente,59646,Wasquehal,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,4JVG12A14BC9,"Individuel(s),famille(s)",20.0,5.0,100.0,1.5,1.5,,3.12989,50.67723,Baignade loisirs
E003I020370001,I020370001,Complexe sportif,Terrain de football,02037,Aulnois-sous-Laon,200043495,CA du Pays de Laon,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Terrain de grands jeux,Terrain de football,2802,,"Clubs sportifs,comités,ligues,fédérations",,,,,,,3.61292,49.60621,Football / Football en salle (Futsal)
E001I596480018,I596480018,Piscine ZEN & O,PISCINE ZEN & O,59648,Wattignies,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,89VC2JFNB9HZ,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,2.0,3.0,,3.039443,50.588534,Natation en eau libre
E001I596540006,I596540006,PISCINE MUNICIPALE,GRAND BASSIN,59654,Waziers,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,3KQ8GETCFBV5,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,12.5,312.5,2.0,2.2,,3.10711,50.38553,Natation course sportive | Natation en eau libre
E003I021680004,I021680004,Complexe Citélium,Grand bassin,02168,Château-Thierry,200072031,CA de la Région de Château-Thierry,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,21.0,525.0,1.8,4.0,,3.39109,49.0674,Aquagym | Baignade loisirs | Natation course sportive | Water-Polo
E003I026910012,I026910012,Piscine Jean Bouin,Petit bassin,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",15.0,8.0,120.0,0.8,1.3,,3.30916,49.8537,Aquagym | Natation course sportive | Plongée subaquatique (Plongée libre)
E001I600570045,I600570045,Aquaspace,Bassin de réception de toboggan,60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,2D2RTZT5H2QT,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,5.0,,,,2.094182,49.451773,Baignade loisirs
E003I027200001,I027200001,Espace sportif - Centre aquatique Rêvéo,Aire de saut,02720,Sissonne,240200576,CC de la Champagne Picarde,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Equipement d'athlétisme,Aire de saut,1003,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,3.89641,49.56581,Saut
E001I601590027,I601590027,Plaine des sports Zac Mercieres,Pas de tir à l'arc extérieur,60159,Compiègne,200067965,CA de la Région de Compiègne et de la Basse Automne,60,Oise,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Pas de tir,Pas de tir à l'arc,1401,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,,,,,2.78326,49.38666,Tir à l'arc
E001I601750010,I601750010,Piscine municipale,Bassin de natation,60175,Creil,200068047,CA Creil Sud Oise,60,Oise,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,AAPFF8A8WG6Y,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,1.4,3.1,,2.47427,49.26152,Aquagym | Baignade loisirs | Natation course sportive
E001I602380004,I602380004,PISCINE JEAN TOURSIERE,Bassin de 25 m,60238,Fleurines,200066975,CC Senlis Sud Oise,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s)",25.0,12.5,312.5,0.8,2.4,,2.59054,49.26502,Baignade loisirs
E001I602820009,I602820009,PISCINE AQUALIS,Beach Volley,60282,Gouvieux,246000764,CC de l'Aire Cantilienne,60,Oise,Ceintures urbaines,Piscine,Piscine,Terrain extérieur de petits jeux collectifs,Terrain de beach-volley,2902,,"Individuel(s),famille(s)",,,,,,,2.43528,49.1898,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley
E001I602860002,I602860002,PISCINE OCEANE,Piscine Océane,60286,Grandvilliers,246000848,CC de la Picardie Verte,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,FBATW8KFVA3C,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.8,3.2,,1.94488,49.6621,Natation course sportive
E001I020590004,I020590004,Piscine Lucien Lahaye,Bassin natation sportive,02059,Beautor,200071785,CA Chauny-Tergnier-La Fère,02,Aisne,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,NK7PKZ8GZ3SM,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.8,3.4,,3.34366,49.64394,Baignade loisirs | Natation course sportive
E001I023340006,I023340006,Piscine,Petit Bassin,02334,Fresnoy-le-Grand,240200493,CC du Pays du Vermandois,02,Aisne,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,JAGQBEJGRG4Y,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",13.0,13.0,169.0,0.8,1.3,,3.43639,49.96571,Baignade loisirs | Natation course sportive
E001I023810011,I023810011,"Espace aquatique ""L'Ile Verte""",Grand bassin,02381,Hirson,240200600,CC des Trois Rivières,02,Aisne,Petites villes,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,8.0,200.0,1.2,2.5,,4.09963,49.92398,Baignade loisirs | Natation course sportive
