code_commune,commune,code_departement,departement,epci_code,epci_nom,population_2023,licences_ffn_2023,bassins_total,typo,latitude,longitude,nearest_transit_hub_id,nearest_transit_hub,nearest_transit_modes,nearest_transit_distance_km,active_transit_hubs_within_500m,active_transit_hubs_within_1000m,weekday_trips_within_500m,weekday_trips_within_1000m
60124,Candor,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,319,2,0,4.Rural non périurbain,49.6321,2.8862,STOPAREA:60:1036,CANDOR - Préfontaine,bus,0.216,1,3,21,48
60126,Cannectancourt,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,517,7,0,3.Rural périurbain,49.548,2.8926,STOPAREA:60:1038,CANNECTANCOURT - Centre,,1.38,0,0,0,0
60127,Canny-sur-Matz,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,411,0,0,3.Rural périurbain,49.6004,2.8009,STOPAREA:60:1039,CANNY-SUR-MATZ - Mairie,bus,0.271,1,1,29,29
60160,Conchy-les-Pots,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,753,0,0,3.Rural périurbain,49.6071,2.7371,STOPAREA:60:0926,CONCHY-LES-POTS - Cantine,bus,0.436,1,2,33,45
60166,Coudun,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,1054,21,0,2.Urbain intermédiaire,49.4584,2.8068,STOPAREA:60:2269,COUDUN - Ecole,bus,0.366,1,4,6,91
60174,Crapeaumesnil,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,220,1,0,3.Rural périurbain,49.6397,2.8167,STOPAREA:60:1088,CRAPEAUMESNIL - Centre,,1.359,0,0,0,0
60191,Cuvilly,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,621,0,0,3.Rural périurbain,49.5459,2.6984,STOPAREA:60:1109,CUVILLY - RN17,bus,0.92,0,3,0,25
60192,Cuy,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,216,8,0,3.Rural périurbain,49.5861,2.9094,STOPAREA:60:1110,CUY - Ecole,bus,0.195,2,3,26,48
60198,Dives,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,376,1,0,3.Rural périurbain,49.5922,2.8784,STOPAREA:60:1112,DIVES - Ecole,bus,0.735,0,2,0,56
60258,Fresnières,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,157,0,0,3.Rural périurbain,49.6243,2.8104,STOPAREA:60:0933,FRESNIÈRES - Centre,bus,0.508,0,1,0,25
60273,Giraumont,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,524,6,0,2.Urbain intermédiaire,49.4741,2.8237,STOPAREA:60:1151,GIRAUMONT - Rue Paul Plonquet,bus,0.55,0,2,0,26
60281,Gournay-sur-Aronde,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,535,0,0,3.Rural périurbain,49.5018,2.6934,STOPAREA:60:1154,GOURNAY-SUR-ARONDE - Ecole,,1.425,0,0,0,0
60292,Gury,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,233,3,0,3.Rural périurbain,49.5718,2.8005,STOPAREA:60:1173,Gury,bus,0.246,1,1,41,41
60294,Hainvillers,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,87,0,0,3.Rural périurbain,49.59,2.6849,STOPAREA:60:1174,Hainvillers,bus,0.378,1,1,15,15
60459,La Neuville-sur-Ressons,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,203,0,0,3.Rural périurbain,49.5512,2.7448,STOPAREA:60:1279,LA NEUVILLE-SUR-RESSONS - Centre,bus,0.601,0,1,0,33
60329,Laberlière,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,200,1,0,3.Rural périurbain,49.5751,2.7616,STOPAREA:60:1185,LABERLIÈRE - Centre,bus,0.416,1,1,34,34
60340,Lagny,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,524,1,0,3.Rural périurbain,49.6109,2.915,STOPAREA:60:1189,LAGNY - Centre,bus,0.235,1,3,27,71
60350,Lassigny,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,1436,2,0,3.Rural périurbain,49.5997,2.8423,STOPAREA:60:1197,LASSIGNY - Centre-Ecole,,1.363,0,0,0,0
60351,Lataule,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,117,0,0,3.Rural périurbain,49.5352,2.6759,STOPAREA:60:1201,LATAULE - Mairie,bus,0.554,0,1,0,17
60379,Mareuil-la-Motte,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,606,4,0,3.Rural périurbain,49.55,2.8037,STOPAREA:60:1236,MAREUIL-LA-MOTTE - Rue St Claude,bus,0.488,1,1,31,31
60381,Margny-aux-Cerises,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,254,0,0,4.Rural non périurbain,49.6723,2.8685,STOPAREA:60:1239,MARGNY-AUX-CERISES - Place des Tilleuls,bus,0.222,3,3,39,39
60383,Margny-sur-Matz,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,533,2,0,3.Rural périurbain,49.5316,2.7802,STOPAREA:60:1900,MARGNY-SUR-MATZ - City Stade,,1.219,0,0,0,0
60386,Marquéglise,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,481,1,0,3.Rural périurbain,49.516,2.7488,STOPAREA:60:1242,MARQUÉGLISE - Gare,bus,0.489,1,1,7,7
60408,Monchy-Humières,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,776,4,0,3.Rural périurbain,49.4785,2.7359,STOPAREA:60:1249,MONCHY-HUMIÈRES - Mairie,,1.215,0,0,0,0
60434,Mortemer,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,220,0,0,4.Rural non périurbain,49.5698,2.6725,STOPAREA:60:1261,MORTEMER - Grande rue,bus,0.195,1,2,18,28
60449,Neufvy-sur-Aronde,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,278,0,0,3.Rural périurbain,49.5107,2.6541,STOPAREA:60:1274,NEUFVY-SUR-ARONDE - Centre,,1.693,0,0,0,0
60474,Ognolles,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,287,0,0,4.Rural non périurbain,49.6899,2.9152,STOPAREA:60:1286,OGNOLLES - Centre,bus,0.289,1,1,33,33
60483,Orvillers-Sorel,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,519,0,0,3.Rural périurbain,49.5736,2.7064,STOPAREA:60:1287,ORVILLERS-SOREL - Centre,bus,0.345,2,3,37,45
60499,Plessis-de-Roye,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,240,0,0,3.Rural périurbain,49.5718,2.8312,STOPAREA:60:1301,PLESSIS-DE-ROYE - Place,bus,0.687,0,2,0,49
60533,Ressons-sur-Matz,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,1742,5,0,3.Rural périurbain,49.534,2.7318,STOPAREA:60:1327,RESSONS-SUR-MATZ - Place,,1.144,0,0,0,0
60538,Ricquebourg,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,293,0,0,3.Rural périurbain,49.5591,2.7565,STOPAREA:60:1339,RICQUEBOURG - Le Haut Matz,bus,0.225,2,3,56,89
60558,Roye-sur-Matz,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,451,0,0,3.Rural périurbain,49.5926,2.7684,STOPAREA:60:1677,ROYE-SUR-MATZ - Ecole,bus,0.361,2,3,43,61
60621,Solente,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,130,0,0,4.Rural non périurbain,49.6981,2.8824,STOPAREA:60:1371,SOLENTE - Centre,bus,0.212,1,1,29,29
60632,Thiescourt,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,749,6,0,3.Rural périurbain,49.5581,2.8642,STOPAREA:60:1379,THIESCOURT - Rue mélique,bus,0.91,0,1,0,23
60675,Vignemont,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,420,1,0,3.Rural périurbain,49.4944,2.7772,STOPAREA:60:1412,VIGNEMONT - Gare,bus,0.715,0,2,0,113
60689,Villers-sur-Coudun,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,1419,19,1,3.Rural périurbain,49.4867,2.8042,STOPAREA:60:1419,VILLERS-SUR-COUDUN - Centre,bus,0.283,1,2,16,59
60204,Écuvilly,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,299,7,0,4.Rural non périurbain,49.6467,2.9201,STOPAREA:60:1118,ÉCUVILLY - Centre,bus,0.33,1,1,34,34
60206,Élincourt-Sainte-Marguerite,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,918,6,0,3.Rural périurbain,49.5295,2.8394,STOPAREA:60:1120,ÉLINCOURT-SAINTE-MARGUERITE - ELINCOURT-STE-MARGUERITE - Rue du maréchal Leclerc,,1.624,0,0,0,0
60227,Évricourt,60,60 - Oise,246000855,Communauté de communes du Pays des Sources,217,0,0,3.Rural périurbain,49.5706,2.9159,STOPAREA:60:1126,ÉVRICOURT - Ecole de Marquecy,bus,0.737,0,2,0,18
60008,Airion,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,389,0,0,3.Rural périurbain,49.4181,2.4218,STOPAREA:60:0944,AIRION - Centre,bus,0.785,0,1,0,9
60014,Angivillers,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,159,0,0,3.Rural périurbain,49.4893,2.5001,STOPAREA:60:1922,ANGIVILLERS - Mairie,bus,0.345,1,1,33,33
60034,Avrechy,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,1154,5,0,3.Rural périurbain,49.4446,2.419,StopArea:OCE87313296,Avrechy,bus | rail,0.058,1,3,7,25
60112,Brunvillers-la-Motte,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,344,0,0,4.Rural non périurbain,49.5561,2.4595,STOPAREA:60:1010,BRUNVILLERS-LA-MOTTE - D23-D564,bus,0.906,0,1,0,30
60115,Bulles,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,851,1,0,3.Rural périurbain,49.4541,2.3358,STOPAREA:60:1014,BULLES - Monceaux,bus,0.349,1,2,10,32
60133,Catillon-Fumechon,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,540,0,0,4.Rural non périurbain,49.5312,2.3735,STOPAREA:60:0326,CATILLON-FUMECHON - Fumechon,,1.16,0,0,0,0
60137,Cernoy,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,294,0,0,3.Rural périurbain,49.4443,2.5413,STOPAREA:60:1055,CERNOY - Rue vert galout,bus,0.491,1,2,17,34
60158,Coivrel,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,245,0,0,4.Rural non périurbain,49.5542,2.5514,STOPAREA:60:1071,COIVREL - Ecole,bus,0.226,1,2,17,19
60168,Courcelles-Epayelles,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,212,0,0,4.Rural non périurbain,49.5706,2.6283,STOPAREA:60:1085,COURCELLES-EPAYELLES - Mairie,bus,0.32,1,1,16,16
60177,Cressonsacq,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,437,0,0,4.Rural non périurbain,49.4468,2.5705,STOPAREA:60:1091,Cressonsacq,,1.325,0,0,0,0
60179,Crèvecœur-le-Petit,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,157,0,0,4.Rural non périurbain,49.5732,2.5016,STOPAREA:60:1093,CRÈVECŒUR-LE-PETIT - Eglise,bus,0.507,0,1,0,26
60186,Cuignières,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,266,0,0,3.Rural périurbain,49.4497,2.473,STOPAREA:60:1098,CUIGNIÈRES - RD127,bus,0.311,1,1,17,17
60200,Domfront,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,317,0,0,4.Rural non périurbain,49.5983,2.5563,STOPAREA:60:0377,DOMFRONT - Rue de Godenvillers,bus,0.572,0,4,0,32
60201,Dompierre,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,245,0,0,4.Rural non périurbain,49.5915,2.5337,STOPAREA:60:1116,DOMPIERRE - Monument aux morts,bus,0.338,1,1,27,27
60216,Erquinvillers,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,185,0,0,3.Rural périurbain,49.4585,2.49,STOPAREA:60:1123,ERQUINVILLERS - Centre,bus,0.823,0,1,0,13
60222,Essuiles,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,520,0,0,3.Rural périurbain,49.483,2.2772,STOPAREA:60:0405,ESSUILES - Saint Rimault,bus,0.922,0,1,0,25
60232,Ferrières,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,446,0,0,4.Rural non périurbain,49.5883,2.5134,STOPAREA:60:1130,FERRIÈRES - Rue placide navarré,bus,0.177,2,2,49,49
60252,Fournival,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,521,1,0,3.Rural périurbain,49.4629,2.3796,STOPAREA:60:1644,FOURNIVAL - Ecole,bus,0.458,2,2,18,18
60268,Gannes,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,356,0,0,4.Rural non périurbain,49.5749,2.4164,STOPAREA:60:1146,GANNES - Rue Machaut,bus,0.736,0,2,0,13
60276,Godenvillers,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,200,0,0,4.Rural non périurbain,49.5828,2.5471,STOPAREA:60:0462,GODENVILLERS - Mairie - Ecole,bus,0.741,0,2,0,12
60285,Grandvillers-aux-Bois,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,300,1,0,3.Rural périurbain,49.4634,2.6079,STOPAREA:60:1161,GRANDVILLERS-AUX-BOIS - Ecole,bus,0.745,0,2,0,28
60456,La Neuville-Roy,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,906,0,0,4.Rural non périurbain,49.4791,2.582,STOPAREA:60:1277,LA NEUVILLE-ROY - Centre,bus,0.384,1,2,36,50
60262,Le Frestoy-Vaux,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,231,0,0,4.Rural non périurbain,49.595,2.6073,STOPAREA:60:1141,LE FRESTOY-VAUX - Rue des lilas,bus,0.39,1,3,5,17
60400,Le Mesnil-sur-Bulles,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,266,0,0,3.Rural périurbain,49.4837,2.3555,STOPAREA:60:1590,LE MESNIL-SUR-BULLES - Ecole,bus,0.739,0,2,0,40
60497,Le Plessier-sur-Bulles,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,211,0,0,3.Rural périurbain,49.4916,2.3216,STOPAREA:60:1594,LE PLESSIER-SUR-BULLES - Ecole,bus,0.585,0,2,0,34
60498,Le Plessier-sur-Saint-Just,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,539,0,0,2.Urbain intermédiaire,49.5075,2.4591,STOPAREA:60:1299,LE PLESSIER-SUR-SAINT-JUST - Mairie,bus,0.55,0,2,0,54
60503,Le Ployron,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,112,0,0,4.Rural non périurbain,49.586,2.5815,STOPAREA:60:1306,LE PLOYRON - Grande rue,bus,0.209,1,2,6,11
60364,Lieuvillers,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,708,0,0,3.Rural périurbain,49.4777,2.4927,STOPAREA:60:1747,LIEUVILLERS - Eglise,bus,0.821,0,2,0,27
60357,Léglantiers,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,553,0,0,3.Rural périurbain,49.498,2.5308,STOPAREA:60:1202,LÉGLANTIERS - Mairie,bus,0.313,2,2,35,35
60374,Maignelay-Montigny,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,2493,1,0,4.Rural non périurbain,49.5502,2.5129,STOPAREA:60:1228,MAIGNELAY-MONTIGNY - Collège M. G. Blin,bus,0.193,4,5,84,106
60416,Montgérain,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,168,0,0,4.Rural non périurbain,49.538,2.5822,STOPAREA:60:1254,MONTGÉRAIN - Centre,bus,0.458,1,1,12,12
60418,Montiers,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,396,0,0,4.Rural non périurbain,49.504,2.5741,STOPAREA:60:1255,MONTIERS - Centre,bus,0.521,0,1,0,39
60440,Moyenneville,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,584,0,0,3.Rural périurbain,49.4898,2.6345,STOPAREA:60:1266,MOYENNEVILLE - Centre,bus,0.135,2,2,26,26
60394,Ménévillers,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,103,0,0,4.Rural non périurbain,49.5224,2.6042,STOPAREA:60:1248,MÉNÉVILLERS - Centre,bus,0.097,1,1,11,11
60396,Méry-la-Bataille,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,612,0,0,4.Rural non périurbain,49.5417,2.6302,STOPAREA:60:1589,MÉRY-LA-BATAILLE - Ecole,bus,0.47,1,2,8,22
60466,Noroy,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,254,0,0,3.Rural périurbain,49.4427,2.5106,STOPAREA:60:1283,NOROY - Centre,bus,0.866,0,1,0,16
60468,Nourard-le-Franc,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,295,2,0,3.Rural périurbain,49.5009,2.3647,STOPAREA:60:0658,NOURARD-LE-FRANC - Centre,bus,0.576,0,2,0,32
60495,Plainval,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,417,0,0,3.Rural périurbain,49.5349,2.4589,STOPAREA:60:1593,PLAINVAL - Ecole,,1.433,0,0,0,0
60515,Pronleroy,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,370,0,0,3.Rural périurbain,49.4688,2.5358,STOPAREA:60:1313,PRONLEROY - Eglise,bus,0.968,0,1,0,32
60522,Quinquempoix,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,317,0,0,4.Rural non périurbain,49.5467,2.4168,STOPAREA:60:1316,QUINQUEMPOIX - Centre,bus,0.797,0,1,0,6
60526,Ravenel,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,1047,0,0,3.Rural périurbain,49.5139,2.5027,STOPAREA:60:1659,RAVENEL - Rue de Léglantiers,bus,0.074,3,3,52,52
60553,Rouvillers,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,282,0,0,3.Rural périurbain,49.4557,2.6301,STOPAREA:60:1343,ROUVILLERS - HEMEVILLERS - Scolaire Warnavillers,,1.483,0,0,0,0
60556,Royaucourt,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,211,0,0,4.Rural non périurbain,49.6141,2.5296,STOPAREA:60:0732,ROYAUCOURT - Eglise,bus,0.567,0,1,0,24
60564,Sains-Morainvillers,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,286,0,0,4.Rural non périurbain,49.5806,2.4632,STOPAREA:60:1350,SAINS-MORAINVILLERS - Rue St Eusoye,bus,0.986,0,1,0,4
60581,Saint-Just-en-Chaussée,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,5940,0,0,2.Urbain intermédiaire,49.5132,2.4145,STOPAREA:60:1916,SAINT-JUST-EN-CHAUSSÉE - Collège Louise Michel,,1.397,0,0,0,0
60585,Saint-Martin-aux-Bois,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,270,0,0,4.Rural non périurbain,49.5278,2.5603,STOPAREA:60:1359,SAINT-MARTIN-AUX-BOIS - Vaumont,bus,0.364,1,2,17,34
60595,Saint-Remy-en-l'Eau,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,435,0,0,3.Rural périurbain,49.4721,2.4245,STOPAREA:60:1363,SAINT-REMY-EN-L'EAU - Mairie,bus | rail,0.374,3,4,21,33
60643,Tricot,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,1378,0,0,4.Rural non périurbain,49.5628,2.583,STOPAREA:60:1394,TRICOT - Gare,bus | rail,0.113,4,5,31,34
60653,Valescourt,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,298,0,0,3.Rural périurbain,49.4847,2.4254,STOPAREA:60:1404,VALESCOURT - Ecole,bus,0.735,0,2,0,14
60698,Wacquemoulin,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,279,0,0,3.Rural périurbain,49.5082,2.6217,STOPAREA:60:1425,WACQUEMOULIN - Place de la mairie,bus | rail,0.8,0,3,0,30
60701,Wavignies,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,1347,0,0,4.Rural non périurbain,49.5483,2.3569,STOPAREA:60:0920,WAVIGNIES - Eglise,bus,0.273,1,3,19,44
60702,Welles-Pérennes,60,60 - Oise,246000566,Communauté de communes du Plateau Picard,238,0,0,4.Rural non périurbain,49.6132,2.4789,STOPAREA:60:0922,WELLES-PÉRENNES - Centre,bus,0.73,0,1,0,16
60089,Boubiers,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,385,1,0,3.Rural périurbain,49.2159,1.8707,STOPAREA:60:0291,BOUBIERS - Rue de billoy,bus,0.531,0,2,0,15
60090,Bouconvillers,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,431,0,0,3.Rural périurbain,49.174,1.9053,STOPAREA:60:0007,Bouconvillers,bus,0.273,1,1,12,12
60095,Boury-en-Vexin,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,343,2,0,3.Rural périurbain,49.2391,1.7448,STOPAREA:60:0292,BOURY-EN-VEXIN - Place du fort de ville,bus,0.627,0,2,0,18
60097,Boutencourt,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,215,0,0,3.Rural périurbain,49.3189,1.8753,STOPAREA:60:0297,BOUTENCOURT - Pommereux,,1.165,0,0,0,0
60140,Chambors,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,303,1,0,3.Rural périurbain,49.2596,1.8133,STOPAREA:60:0332,CHAMBORS - Ecole,bus,0.121,1,1,13,13
60143,Chaumont-en-Vexin,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,3359,5,0,3.Rural périurbain,49.2733,1.8828,STOPAREA:60:1766,CHAUMONT-EN-VEXIN - Collège G. de Maupassant,bus,0.644,0,4,0,133
60169,Courcelles-lès-Gisors,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,811,2,0,3.Rural périurbain,49.2607,1.7349,STOPAREA:60:0356,COURCELLES-LÈS-GISORS - Ecole,bus,0.511,0,1,0,9
60195,Delincourt,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,533,0,0,3.Rural périurbain,49.241,1.832,STOPAREA:60:0373,DELINCOURT - Place,bus,0.29,1,2,16,28
60228,Fay-les-Étangs,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,470,0,0,3.Rural périurbain,49.2509,1.9418,STOPAREA:60:0411,FAY-LES-ÉTANGS - Rue corneboeuf,bus,0.437,1,2,9,17
60239,Fleury,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,586,1,0,3.Rural périurbain,49.2497,1.9699,STOPAREA:60:0424,FLEURY - Château,bus,0.414,1,4,4,28
60257,Fresne-Léguillon,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,440,1,0,3.Rural périurbain,49.2492,1.9903,STOPAREA:60:0454,FRESNE-LÉGUILLON - Heulecourt centre,bus,0.766,0,3,0,26
60293,Hadancourt-le-Haut-Clocher,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,379,0,0,3.Rural périurbain,49.1895,1.8502,STOPAREA:60:0008,HADANCOURT-LE-HAUT-CLOCHER - Hadancourt,bus,0.405,2,3,13,21
60322,Jaméricourt,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,309,4,0,3.Rural périurbain,49.3026,1.8739,STOPAREA:60:0528,JAMÉRICOURT - Centre,bus,0.411,2,2,26,26
60327,Jouy-sous-Thelle,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,1067,0,0,3.Rural périurbain,49.3229,1.9633,STOPAREA:60:0531,JOUY-SOUS-THELLE - Jouy le bois,bus,0.733,0,3,0,24
60209,La Corne-en-Vexin,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,544,0,0,3.Rural périurbain,49.2959,1.929,STOPAREA:60:0381,LA CORNE-EN-VEXIN - Enencourt Mairie,bus,0.432,1,1,17,17
60319,La Houssoye,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,605,0,0,3.Rural périurbain,49.3535,1.9522,STOPAREA:60:0526,LA HOUSSOYE - Mairie,bus,0.663,0,4,0,61
60352,Lattainville,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,174,0,0,3.Rural périurbain,49.2404,1.8079,STOPAREA:60:0568,LATTAINVILLE - Mairie,bus,0.555,0,2,0,13
60356,Lavilletertre,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,637,0,0,3.Rural périurbain,49.1914,1.9321,STOPAREA:60:0572,LAVILLETERTRE - Ecole,bus,0.503,0,2,0,10
60401,Le Mesnil-Théribus,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,776,0,0,3.Rural périurbain,49.3058,1.9908,STOPAREA:60:0596,LE MESNIL-THÉRIBUS - Ecole,bus,0.515,0,3,0,34
60361,Liancourt-Saint-Pierre,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,577,2,0,3.Rural périurbain,49.2347,1.9054,STOPAREA:60:0575,LIANCOURT-SAINT-PIERRE - Centre,bus,0.17,2,2,17,17
60363,Lierville,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,222,0,0,3.Rural périurbain,49.1954,1.8922,STOPAREA:60:0577,LIERVILLE - Le boulleaume,bus,0.703,0,3,0,28
60367,Loconville,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,331,0,0,3.Rural périurbain,49.2571,1.9185,STOPAREA:60:1722,LOCONVILLE - Ecole,bus,0.061,1,1,15,15
60411,Monneville,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,769,1,0,3.Rural périurbain,49.2152,1.9711,STOPAREA:60:0613,MONNEVILLE - Ecole,bus,0.734,0,1,0,3
60412,Montagny-en-Vexin,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,676,3,0,3.Rural périurbain,49.194,1.7983,STOPAREA:60:0204,MONTAGNY-EN-VEXIN - Centre,bus,0.229,2,2,25,25
60420,Montjavoult,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,525,0,0,3.Rural périurbain,49.2152,1.7987,STOPAREA:60:0619,MONTJAVOULT - Le vouast,bus,0.406,1,3,6,24
60487,Parnes,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,318,4,0,3.Rural périurbain,49.1991,1.7459,STOPAREA:60:0688,PARNES - Chaudry,bus,0.619,0,2,0,26
60510,Porcheux,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,675,5,0,3.Rural périurbain,49.3363,1.9259,STOPAREA:60:0700,PORCHEUX - Carrefour,bus,0.158,2,3,23,30
60528,Reilly,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,116,0,0,3.Rural périurbain,49.2398,1.8606,STOPAREA:60:0720,REILLY - Rue du Réveillon,,1.023,0,0,0,0
60613,Senots,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,351,0,0,3.Rural périurbain,49.2625,2.0131,STOPAREA:60:0826,SENOTS - Bléquencourt,,1.055,0,0,0,0
60614,Serans,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,187,0,0,3.Rural périurbain,49.1921,1.8237,STOPAREA:60:0829,SERANS - Ecole,bus,0.735,0,1,0,2
60630,Thibivillers,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,214,0,0,3.Rural périurbain,49.3109,1.9004,STOPAREA:60:0851,THIBIVILLERS - Centre,,1.191,0,0,0,0
60640,Tourly,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,171,0,0,3.Rural périurbain,49.2201,1.9438,STOPAREA:60:0862,TOURLY - Mairie,bus,0.502,0,2,0,11
60644,Trie-Château,60,60 - Oise,246000707,Communauté de communes du Vexin-Thelle,1878,9,0,3.Rural périurbain,49.2949,1.8133,STOPAREA:60:0863,TRIE-CHÂTEAU - Bois de villers,bus,0.603,0,3,0,33
